food_id,food_name,food_category,food_description,veg_non,diet,price,height,weight,disease,diet_plan,diet_goal
606,carrot ginger soup,soup,"गाजर, जैतून का तेल, नमक, वेजिटेबल स्टॉक, अदरक , थाइम , प्याज, लहसुन की कलियां, कालीमिर्च (ताजी पीसी हुई)",Veg, alkaline_diet high_fiber_diet,245,72.51533244,62.90352227,Hypertension,Low carbs,weight gain
607,dark night,apple,"whisky, honey, cinnamon, star anise, cloves, green apple",Veg, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,585,61.96416575,76.87699819,Hypertension,Veg,weight gain
608,hot chocolate,chocolate,"milk, chocolate, cocoa powder, powdered sugar, cinnamon, vanilla",Veg, high_protien_diet high_fiber_diet ketogenic_diet,205,60.69789843,79.2940661,Hypertension,Gluten-Free,maintain body
609,slow cooked spiced sangria,sangria,"red wine (merlot / zinfandel), apple cider, honey, orange (zested and juiced), cloves (whole), green cardamom, cinnamon sticks, anise (whole), brandy",Veg, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,560,76.48978122,85.30852032,None,Gluten-Free,maintain body
610,detox haldi tea,tea,"haldi, ginger, black pepper, honey, water",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,230,68.23779539,75.77708289,Diabetes,Gluten-Free,weight loss
611,holi special ice tea thandai,tea,"ground white pepper (kali mirch), assam tea bags, almonds (badam) - coarsley crushed, poppy seeds (khus-khus), fennel seeds (saunf) (crushed coarsely), cardamom (elaichi) powder, ground sugar, saffron (kesar) strands",Veg, low_fat_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet,620,76.68352378,54.98092063,Hypertension,Dairy-Free,cure disease
612,grilled lemon margarita,margarita,"vanilla infused tequila, vanilla liqueur, lemon juice, lemon, lemon",Veg, vegan_diet,410,78.64556835,52.07212546,Diabetes,Non-Veg,cure disease
613,spanish artichoke and spinach dip,dip,"spinach, onion, cream, garlic, nutmeg, salt, lime juice, artichoke hearts (cubed), polenta, refined flour, salt, water, butter, flour, salt, pepper (freshly ground)",Veg, dash_diet high_fiber_diet type_a_diet ketogenic_diet,425,76.75012618,86.49993858,None,Veg,cure disease
614,beetroot and green apple soup,soup,"beetroots, green apple, onion, olive oil, salt, black peppercorns (crushed), butter, vegetable stock, mixed dried herbs, fresh cream, lemon juice, parsley sprigs, red chilli flakes, soup sticks as required",Veg, alkaline_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,340,78.71836118,57.73681522,Diabetes,Dairy-Free,cure disease
615,baba budan no. 7,cardamom,"rum, espresso, sugar syrup/gur (jaggery) syrup, green cardamom pod,",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,405,62.31843512,57.69934871,Diabetes,Dairy-Free,cure disease
616,fruit infused tea,tea,"chamomile tea bags, orange, berries, blueberries, ginger, mint leaves, boiling water",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet,680,70.87490803,50.49955319,None,Gluten-Free,cure disease
617,soya milk,milk,"सोयाबीन, गर्म पानी",Veg, low_fat_diet ketogenic_diet high_fiber_diet high_protien_diet dash_diet,535,59.74675256,76.09090829,Asthma,Non-Veg,weight gain
618,spiced coffee,coffee,"ताजी पीसी हुई कॉफी, इलाइची पाउडर, अदरक, दूध , चीनी, क्रीम , चॉकलेट",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,600,76.9878872,73.53815507,Hypertension,Vegan,weight loss
619,filter coffee,coffee,"कॉफी पाउडर, पानी, दूध, चीनी",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,650,75.67690736,92.12894785,Asthma,Keto,weight gain
620,detox haldi tea,tea,"हल्दी, अदरक, काली मिर्च, शहद, पानी",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,300,66.99751685,94.05467901,Diabetes,Low carbs,weight gain
621,mixed berry &amp; banana smoothie,smoothie,"फिरोजन मिक्स बेरिज़, पका हुआ केला, ताजा संतरे का जूस, लो फैट दही",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,330,62.67212563,85.02981759,Diabetes,Low carbs,cure disease
622,banana walnut smoothie,smoothie,"लो फैट दही, केला, अखरोट, सीड्स  (फैक्ससीड्स और चिया सीड्स), शहद",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet,360,71.02893173,72.53088687,None,Dairy-Free,cure disease
623,steam bunny chicken bao,chicken,"buns, all purpose white flour, dry yeast, sugar, salt, warm water, chicken mince, eggs, soy sauce, sugar, sesame oil, worcestershire sauce, chives, aromat powder",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,340,75.81438626,96.23557844,Hypertension,Gluten-Free,weight gain
624,meat lovers pizza,chicken,"millet flour, tapioca flour, soy milk, garlic powder, baking powder, salt, tomato sauce, mozzarella cheese, prosciutto, pepperoni, chicken salami, salami milano, rosemary, olive oil",Non-Veg, type_o_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,505,72.9218972,87.26073263,None,Keto,maintain body
625,garlic and pinenut soup with burnt butter essence,soup,"garlic cloves, almonds (whole), parsley, bayleaf, chicken broth, nutmeg, egg yolk, heavy cream, white bread slices, butter, salt, pepper, white wine",Non-Veg, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet dash_diet type_a_diet,565,70.90676996,96.0640186,Asthma,Gluten-Free,maintain body
626,roast turkey with cranberry sauce,chicken,"whole turkey, butter, onion, celery, crumbled sage and thyme , salt and pepper, garlic minced, balsamic vinegar, sugar, cranberry",Non-Veg, high_protien_diet,630,73.13182933,68.25382362,Asthma,Non-Veg,maintain body
627,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:, chicken breast, egg whole frozen, flour, planko bread crumbs, fresh italian parsley, vegetable oil, solid butter unsalted, tomato sauce, mozzarella cheese, italian parmesan cheese, thyme, for pepperonata:, red pepper, green pepper, yellow pepper, red onion, fresh tomato, butternut squash, garlic, pure olive oil, vegetable oil, black pepper corn (crushed), salt, parsley, for garnishing:, parsley sprig, spinach",Non-Veg, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,315,72.55296508,79.07227355,None,Veg,weight loss
628,roasted spring chicken with root veggies,chicken,"whole chicken, thyme, garlic, lemon, orange, salt, black pepper, butter (to rub), extra olive oil, carrot, turnip, beetroot, chipotle powder, parsley",Non-Veg, alkaline_diet low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,645,59.53608433,95.96666408,Asthma,Vegan,cure disease
629,peri peri chicken satay,chicken,"boneless skinless chicken thigh (trimmed), salt and pepper, yogurt, chilli powder, ginger garlic paste, coriander leaves, oil to fry, peri peri sauce, potato fries",Non-Veg, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,500,62.86855465,87.78434708,None,Dairy-Free,weight gain
630,chicken popcorn,chicken,"chicken (boneless), corn flour or all purpose flour, egg, bread crumbs, salt, ginger garlic paste, black pepper, onion powder (optional), red chilli powder or paprika or cayenne pepper, oil for deep frying",Non-Veg, low_fat_diet low_carb_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet type_a_diet,600,65.28868512,52.88103735,Hypertension,Veg,maintain body
631,chocolate samosa,chicken,"refined flour, desi ghee, black cardamom seeds, chocolate block, almonds, cashew nuts, pistachio, sugar, garam masala powder, oil",Non-Veg, high_protien_diet high_fiber_diet ketogenic_diet,580,78.18079579,69.9023,Asthma,Non-Veg,cure disease
632,half roast chicken,chicken,"cooking oil, whole chicken (skin on- rinsed and dressed), onions (quartered- skin on), garlic (halved - skin on), carrots (roughly quartered), celery , thyme, dunkleweizen (pour into a glass and keep open at room temperature for an hour or two to make flat), chicken stock, butter, sea salt",Non-Veg, low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,555,74.7656915,99.89769046,None,Gluten-Free,weight loss
633,riceless chicken biryani,chicken,"malabar peppercorn, cinnamon stick, green cardamom pods, star anise, cloves, fennel seeds, vermicelli, desi ghee, shahi jeera, bay leaves, green chilli, mint leaves, onion, saffron, garlic paste, salt, chicken (dark meat), ginger paste, turmeric powder, coriander powder, red chilli powder, roma tomatoes (de-seedeed), water",Non-Veg, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,360,64.96758437,68.4295007,Asthma,Veg,maintain body
634,chicken farcha,chicken,"boneless chicken thigh (without skin), lemon juice, garlic paste, ginger paste, red chilli powder, coriander powder, garam masala, black pepper (crushed), salt, bread crumbs / semolina, eggs, red chilli powder, oil",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,350,75.80180276,90.38774276,Hypertension,Dairy-Free,weight loss
635,buldak (hot and spicy chicken),chicken,"chicken drum sticks/ chicken breast, soy sauce, sugar, traditional corn syrup (substitution honey), cheong ju (clear rice wine similar to japanese  sake), green onion, black pepper, olive oil, sesame seeds (optional), for marinating sauce:, gochugaru (red chili pepper flakes), alapenos, korean pear (substitution asian pear), onion, garlic, soy sauce, spicy yellow mustard, sesame oil, sugar, mul yut (substitution honey)",Non-Veg, high_protien_diet high_fiber_diet,545,63.03520811,50.17381702,Diabetes,Keto,weight loss
636,chicken sukka,chicken,"chicken (small pieces), onion (thin slices), cardamom, salt, oil, coriander, cumin, mustard, pepper, cloves, cinnamon, bedki chillies, kashmiri chilies, turmeric, onion, garlic, ginger, salt",Non-Veg, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,570,68.92803992,83.12240921,Hypertension,Non-Veg,weight gain
637,steamed chicken roulade,chicken,"lamb mince, garlic , salt, paprika powder, pomodaro tomatoes, olive oil, celery, shallots, carrot, black pepper, bay leaf, yellow chilli powder, cilantro, chicken thigh, salt, white pepper powder, garlic paste, white wine vinegar, olive oil, yellow chilli powder, refined oil, fenugreek seeds, white pepper powder, garlic, fenugreek leaves, onion, broken cashew, salt, fresh cream, kasoori methi",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,235,62.73658083,50.13443639,Asthma,Keto,weight loss
638,methi chicken masala,chicken,"boneless chicken, lemon juice, red chilli powder, salt, ginger garlic paste, curd, red chilli powder, salt, coriander powder, oil, onion, oil, bay leaf, green cardamom, black cardamom, cinnamon, ginger garlic paste, tomato, kasoori methi, green chilli, water",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,360,71.42257965,55.63872649,None,Keto,maintain body
639,restaurant style fried chicken,chicken,"egg, salt, white pepper, maida, salt, red chilli powder, garlic powder, ginger powder, onion powder, oregano, chillil flakes, white pepper, basil, chicken drumsticks, salt, white pepper, bread crumbs (as required)",Non-Veg, alkaline_diet low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,395,75.67170039,81.72106978,None,Veg,cure disease
640,chicken potli,chicken,"chicken, onion, green chilli, garlic, ginger, salt, aromatic powder, soya sauce, oyster sauce, spring onion, filo sheets",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,375,62.90681575,60.36265906,Diabetes,Non-Veg,maintain body
641,spicy chicken masala,chicken,"mustard oil, curry leaves, kalonjee, saunf, garlic, onion, tomatoes, ginger, green chillies, boneless chicken, salt, tomato puree, red chilli powder, cumin powder, black salt, peppercorn (crushed), water, mint, coriander",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,425,76.53507768,77.13575224,Hypertension,Dairy-Free,maintain body
642,spicy chicken curry,chicken,"oil, ghee, onion paste, garlic paste, ginger paste, turmeric powder, salt, tomato puree, coriander powder, red chilli powder, cumin powder, garam masala, chicken leg pieces, coriander leaves, water",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,670,60.90509295,57.24123511,Asthma,Dairy-Free,weight loss
643,crispy herb chicken,chicken,"fresh breadcrumbs, parmesan cheese, lemon rind, fresh parsley leaves, garlic powder, plain flour, egg, milk, chicken breast supremes, vegetable oil, mayonnaise, sour cream, fresh chives (dried if fresh not available), fresh parsley (dried if fresh not available), garlic, red onion (optional), ground black pepper, salt",Non-Veg, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,400,78.15444504,82.00294596,Diabetes,Dairy-Free,maintain body
644,dahi chicken,chicken,"dahi, cumin powder, garlic paste, garam masala, turmeric powder, red chilli powder, salt, boneless chicken, oil, green chilli, onion, tomato",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,375,71.47839748,52.32915303,Diabetes,Keto,weight loss
645,amritsari chicken masala,chicken,"chicken, ginger garlic paste, curd, lemon juice, vinegar, coriander powder, cumin powder, red chilli powder, salt, onion, butter, red chilli powder, coriander powder, cumin powder, ginger, water, salt, green chilli, tomatoes, sugar, butter , cream",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,660,78.0880485,70.45811309,Asthma,Veg,cure disease
